accuracy,accuracy_drop,balanced_accuracy,balanced_accuracy_drop,case,cost_saving_fraction,delayed_exit_count,exit_disagreement_count,expected_cost_fraction,historical_no_overhead_saving,macro_f1,method,premature_count,reference_accuracy,reference_balanced_accuracy,requested_saving,rescue_count,route_fractions,samples,seed,split,threshold,view,worst_class_accuracy_drop
0.5716,-0.007800000000000029,0.5715999999999999,-0.007799999999999999,cifar100_relaxed,0.30349916104285046,756,1599,0.6965008389571495,0.30397792045291383,0.5688080209647777,entropy,97,0.5638,0.5638000000000001,0.3,136,"[0.5332, 0.4668]",5000,60,source,-0.7010032520440264,matched_compute,0.07999999999999996
0.5784,-0.012199999999999989,0.5784,-0.012200000000000003,cifar100_relaxed,0.29493225985108,770,1615,0.70506774014892,0.2954264035609526,0.5762354389122695,entropy,66,0.5662,0.5662000000000001,0.3,127,"[0.5182, 0.4818]",5000,61,source,-0.7010032520440264,matched_compute,0.040000000000000036
0.5774,-0.01100000000000001,0.5773999999999999,-0.011000000000000001,cifar100_relaxed,0.2980163442801173,764,1570,0.7019836557198826,0.29850494964205865,0.5747588912337086,entropy,83,0.5664,0.5664,0.3,138,"[0.5236, 0.47640000000000005]",5000,62,source,-0.7010032520440264,matched_compute,0.07999999999999996
0.5766,-0.010600000000000054,0.5766,-0.010599999999999997,cifar100_relaxed,0.30806817501179473,734,1564,0.6919318249882053,0.3085387294619597,0.5730365123478746,entropy,79,0.566,0.5660000000000001,0.3,132,"[0.5412, 0.4588]",5000,66,target,-0.7010032520440264,matched_compute,0.06000000000000005
0.5718,-0.010000000000000009,0.5718,-0.009999999999999998,cifar100_relaxed,0.3128656396791861,719,1602,0.6871343603208139,0.313327578921458,0.5693699422766811,entropy,99,0.5618,0.5618,0.3,149,"[0.5496, 0.4504]",5000,67,target,-0.7010032520440264,matched_compute,0.06000000000000005
0.5796,-0.010399999999999965,0.5795999999999999,-0.0104,cifar100_relaxed,0.3133225410760806,700,1567,0.6866774589239194,0.31378365982236267,0.5770264988817007,entropy,96,0.5692,0.5692,0.3,148,"[0.5504, 0.4496]",5000,68,target,-0.7010032520440264,matched_compute,0.07999999999999996
0.5736,-0.009800000000000031,0.5736,-0.009799999999999996,cifar100_relaxed,0.2331363459211092,1111,1599,0.7668636540788908,0.23374146171360577,0.5710723704319133,margin,24,0.5638,0.5638000000000001,,73,"[0.41, 0.5900000000000001]",5000,60,source,0.8339241258757281,same_risk,0.040000000000000036
0.577,-0.01079999999999992,0.5770000000000001,-0.010799999999999997,cifar100_relaxed,0.2315371910319789,1099,1615,0.7684628089680211,0.2321451785604398,0.5747227993584559,margin,16,0.5662,0.5662000000000001,,70,"[0.4072, 0.5928]",5000,61,source,0.8339241258757281,same_risk,0.020000000000000018
0.5762,-0.009800000000000031,0.5762,-0.009799999999999998,cifar100_relaxed,0.23130874033353177,1113,1570,0.7686912596664682,0.2319171381099876,0.5738590650766044,margin,23,0.5664,0.5664,,72,"[0.4068, 0.5932]",5000,62,source,0.8339241258757281,same_risk,0.020000000000000018
0.5774,-0.011400000000000077,0.5774000000000001,-0.0114,cifar100_relaxed,0.24273127525589233,1056,1564,0.7572687247441077,0.2433191606326025,0.5744895327626779,margin,23,0.566,0.5660000000000001,,80,"[0.4268, 0.5731999999999999]",5000,66,target,0.8339241258757281,same_risk,0.03999999999999998
0.5702,-0.008400000000000074,0.5701999999999999,-0.008400000000000001,cifar100_relaxed,0.23770535989005348,1100,1602,0.7622946401099465,0.23830227072265175,0.5677941641063909,margin,26,0.5618,0.5618,,68,"[0.418, 0.5820000000000001]",5000,67,target,0.8339241258757281,same_risk,0.040000000000000036
0.5778,-0.008599999999999941,0.5778000000000001,-0.008600000000000002,cifar100_relaxed,0.24455888084346988,1069,1567,0.7554411191565301,0.2451434842362208,0.5754029307685363,margin,37,0.5692,0.5692,,80,"[0.43, 0.5700000000000001]",5000,68,target,0.8339241258757281,same_risk,0.040000000000000036
0.5646,-0.0008000000000000229,0.5646,-0.0007999999999999996,cifar100_relaxed,0.10143451826629202,1996,1599,0.898565481733708,0.10227614202785584,0.5627811449296031,margin,0,0.5638,0.5638000000000001,0.1,4,"[0.1794, 0.8206]",5000,60,source,0.992883964254349,matched_compute,0.0
0.5664,-0.00019999999999997797,0.5664000000000001,-0.00020000000000000017,cifar100_relaxed,0.09618015220200615,2031,1615,0.9038198477979938,0.09703121166745299,0.5638758069906832,margin,0,0.5662,0.5662000000000001,0.1,1,"[0.1702, 0.8298]",5000,61,source,0.992883964254349,matched_compute,0.0
0.5664,0.0,0.5664,1.1102230246251566e-18,cifar100_relaxed,0.10257677175852808,1979,1570,0.8974232282414719,0.10341634428011737,0.5645626084120954,margin,2,0.5664,0.5664,0.1,2,"[0.1814, 0.8186]",5000,62,source,0.992883964254349,matched_compute,0.020000000000000018
0.567,-0.0010000000000000009,0.5670000000000001,-0.0010000000000000002,cifar100_relaxed,0.10234832106008085,1979,1564,0.8976516789399192,0.10318830382966504,0.5646867806206634,margin,0,0.566,0.5660000000000001,0.1,5,"[0.181, 0.819]",5000,66,target,0.992883964254349,matched_compute,0.0
0.5624,-0.0006000000000000449,0.5624,-0.0006,cifar100_relaxed,0.09846465918647829,2029,1602,0.9015353408135217,0.09931161617197604,0.5609284813887208,margin,0,0.5618,0.5618,0.1,3,"[0.1742, 0.8258]",5000,67,target,0.992883964254349,matched_compute,0.0
0.571,-0.0017999999999999128,0.5710000000000001,-0.0017999999999999993,cifar100_relaxed,0.10371902525076415,1982,1567,0.8962809747492358,0.10455654653237878,0.5689065157916545,margin,0,0.5692,0.5692,0.1,9,"[0.1834, 0.8166]",5000,68,target,0.992883964254349,matched_compute,0.0
0.5696,-0.005800000000000027,0.5695999999999999,-0.005799999999999997,cifar100_relaxed,0.20286662837685376,1286,1599,0.7971333716231462,0.20352610202867627,0.5673228245983128,margin,15,0.5638,0.5638000000000001,0.2,44,"[0.357, 0.643]",5000,60,source,0.8959685498665314,matched_compute,0.039999999999999925
0.5748,-0.008599999999999941,0.5748,-0.008599999999999997,cifar100_relaxed,0.20286662837685376,1269,1615,0.7971333716231462,0.20352610202867627,0.5722877698261088,margin,10,0.5662,0.5662000000000001,0.2,53,"[0.357, 0.643]",5000,61,source,0.8959685498665314,matched_compute,0.020000000000000018
0.572,-0.005599999999999938,0.572,-0.005600000000000002,cifar100_relaxed,0.20115324813849977,1289,1570,0.7988467518615002,0.2018157986502841,0.5699617214392866,margin,18,0.5664,0.5664,0.2,46,"[0.354, 0.646]",5000,62,source,0.8959685498665314,matched_compute,0.03999999999999998
0.5748,-0.00880000000000003,0.5748000000000001,-0.008799999999999997,cifar100_relaxed,0.2109766281717299,1227,1564,0.7890233718282701,0.21162153801973294,0.5721288700425382,margin,14,0.566,0.5660000000000001,0.2,58,"[0.3712, 0.6288]",5000,66,target,0.8959685498665314,matched_compute,0.020000000000000018
0.5684,-0.00660000000000005,0.5684,-0.006599999999999999,cifar100_relaxed,0.2085778958380341,1256,1602,0.7914221041619659,0.20922711328998378,0.5663694370518119,margin,13,0.5618,0.5618,0.2,46,"[0.367, 0.633]",5000,67,target,0.8959685498665314,matched_compute,0.03999999999999998
0.5758,-0.006599999999999939,0.5758000000000001,-0.006599999999999999,cifar100_relaxed,0.2137180365530964,1234,1567,0.7862819634469036,0.21435802342516053,0.5734348668772692,margin,22,0.5692,0.5692,0.2,55,"[0.376, 0.624]",5000,68,target,0.8959685498665314,matched_compute,0.039999999999999925
0.5742,-0.010400000000000076,0.5741999999999999,-0.0104,cifar100_relaxed,0.30247113289983796,793,1599,0.697528867100162,0.3029517384258784,0.5712695504294337,margin,72,0.5638,0.5638000000000001,0.3,124,"[0.5314, 0.4686]",5000,60,source,0.6633845045198037,matched_compute,0.07999999999999996
0.583,-0.016799999999999926,0.583,-0.016800000000000002,cifar100_relaxed,0.29573183729564523,804,1615,0.7042681627043548,0.2962245451375356,0.5803358684829507,margin,45,0.5662,0.5662000000000001,0.3,129,"[0.5196, 0.48040000000000005]",5000,61,source,0.6633845045198037,matched_compute,0.040000000000000036
0.5808,-0.014399999999999968,0.5807999999999999,-0.014400000000000003,cifar100_relaxed,0.2965314147402105,782,1570,0.7034685852597895,0.2970226867141187,0.5782094810530708,margin,61,0.5664,0.5664,0.3,133,"[0.521, 0.479]",5000,62,source,0.6633845045198037,matched_compute,0.05999999999999994
0.5778,-0.011800000000000033,0.5778,-0.011799999999999998,cifar100_relaxed,0.30601211872576967,762,1564,0.6939878812742304,0.3064863654078891,0.5743823659127892,margin,70,0.566,0.5660000000000001,0.3,129,"[0.5376, 0.46240000000000003]",5000,66,target,0.6633845045198037,matched_compute,0.06000000000000005
0.5758,-0.014000000000000012,0.5757999999999999,-0.013999999999999999,cifar100_relaxed,0.30612634407499334,759,1602,0.6938736559250067,0.3066003856331152,0.5732052256733611,margin,72,0.5618,0.5618,0.3,142,"[0.5378, 0.46220000000000006]",5000,67,target,0.6633845045198037,matched_compute,0.040000000000000036
0.5842,-0.015000000000000013,0.5842,-0.014999999999999993,cifar100_relaxed,0.3071543722180058,756,1567,0.6928456277819942,0.3076265676601505,0.581557632567713,margin,72,0.5692,0.5692,0.3,147,"[0.5396, 0.46040000000000003]",5000,68,target,0.6633845045198037,matched_compute,0.040000000000000036
